paper,propensity_score
Improving End-to-End Object Tracking Using Relational Reasoning,0.2735403440063539
Bandlimiting Neural Networks Against Adversarial Attacks,0.22925702447661397
NoiGAN: NOISE AWARE KNOWLEDGE GRAPH EMBEDDING WITH GAN,0.2324246280276398
Gradient Surgery for Multi-Task Learning,0.3244263233869267
Value-Driven Hindsight Modelling,0.42190428459446644
JAUNE: Justified And Unified Neural language Evaluation,0.11210342770685348
Extreme Values are Accurate and Robust in Deep Networks,0.2067146930116496
"Scaling Laws for the Principled Design, Initialization, and Preconditioning of ReLU Networks",0.2898504331546441
Overcoming Catastrophic Forgetting via Hessian-free Curvature Estimates,0.17588236685035433
Learning Functionally Decomposed Hierarchies for Continuous Navigation Tasks,0.23836450540016352
Hindsight Trust Region Policy Optimization,0.2510697574051781
The Probabilistic Fault Tolerance of Neural Networks in the Continuous Limit,0.1737288816484926
Parallel Neural Text-to-Speech,0.17738496125956668
"Cross-Dimensional Self-Attention for Multivariate, Geo-tagged Time Series Imputation",0.2815709886181464
Differential Privacy in Adversarial Learning with Provable Robustness,0.25446630497812367
On Layer Normalization in the Transformer Architecture,0.36727011898606116
Learning RNNs with Commutative State Transitions,0.21116215369003546
Deep Bayesian Structure Networks,0.16981594738284186
RPGAN: random paths as a latent space for GAN interpretability,0.33480959859344
MissDeepCausal: causal inference from incomplete data using deep latent variable models,0.37701327870360646
Active Learning Graph Neural Networks via Node Feature Propagation,0.32661019827774984
DUAL ADVERSARIAL MODEL FOR GENERATING 3D POINT CLOUD,0.2491860837640646
LabelFool: A Trick in the Label Space,0.18188593208211531
Unsupervised Generative 3D Shape Learning from Natural Images,0.29496063754979723
Prestopping: How Does Early Stopping Help Generalization Against Label Noise?,0.1776837567914961
Deep Reinforcement Learning with Implicit Human Feedback,0.19733509588133874
"Manifold Modeling in Embedded Space: A Perspective for Interpreting Deep Image Prior""""",0.3558786826636196
Self-Imitation Learning via Trajectory-Conditioned Policy for Hard-Exploration Tasks,0.32716893080446996
Improving Semantic Parsing with Neural Generator-Reranker Architecture,0.19476841869064893
Learning to Make Generalizable and Diverse Predictions for Retrosynthesis,0.3203987786830724
Benefit of Interpolation in Nearest Neighbor Algorithms,0.17877944239560636
Learning to Reach Goals Without Reinforcement Learning,0.22809890843988004
Refining the variational posterior through iterative optimization,0.33238662212860465
Off-policy Bandits with Deficient Support,0.36544166379576953
iSparse: Output Informed Sparsification of Neural Networks,0.19059555016383495
Towards understanding the true loss surface of deep neural networks using random matrix theory and iterative spectral methods,0.2460604566949139
PROTOTYPE-ASSISTED ADVERSARIAL LEARNING FOR UNSUPERVISED DOMAIN ADAPTATION,0.24468517363464487
Likelihood Contribution based Multi-scale Architecture for Generative Flows,0.2178056460937931
Understanding Top-k Sparsification in Distributed Deep Learning,0.22430997889922358
AN ATTENTION-BASED DEEP NET FOR LEARNING TO RANK,0.1615135871354493
Modeling question asking using neural program generation,0.3275125415294316
Acutum: When Generalization Meets Adaptability,0.1774924711179373
Pseudo-Labeling and Confirmation Bias in Deep Semi-Supervised Learning,0.2833213685336564
Revisiting the Generalization of Adaptive Gradient Methods,0.24159049341740885
ConQUR: Mitigating Delusional Bias in Deep Q-Learning,0.30539440084190034
Weight-space symmetry in neural network loss landscapes revisited,0.2989029922352889
Collaborative Filtering With A Synthetic Feedback Loop,0.27085078644487226
Empowering Graph Representation Learning with Paired Training and Graph Co-Attention,0.180600446951111
Global Concavity and Optimization in a Class of Dynamic Discrete Choice Models,0.24774677537607356
Training Provably Robust Models by Polyhedral Envelope Regularization,0.2599406108302287
Unifying Graph Convolutional Networks as Matrix Factorization,0.19188537188427612
Adversarial Inductive Transfer Learning with input and output space adaptation,0.335336116041822
Leveraging Simple Model Predictions for Enhancing its Performance,0.2854541796988994
Learning to Transfer via Modelling Multi-level Task Dependency,0.24064414432708467
Disentangling Style and Content in Anime Illustrations,0.22797494033846444
Targeted sampling of enlarged neighborhood via Monte Carlo tree search for TSP,0.2127237463064472
Learning to Defense by Learning to Attack,0.30519309698478486
Model Architecture Controls Gradient Descent Dynamics: A Combinatorial Path-Based Formula,0.25257959933793744
Natural- to formal-language generation using Tensor Product Representations,0.33032948699900966
Unsupervised Out-of-Distribution Detection with Batch Normalization,0.2308302592294612
Distribution Matching Prototypical Network for Unsupervised Domain Adaptation,0.16004215893697374
Neural Markov Logic Networks,0.21617947174633576
Deep Randomized Least Squares Value Iteration,0.2009055383429099
Safe Policy Learning for Continuous Control,0.3533298475820245
Unsupervised Distillation of Syntactic Information from Contextualized Word Representations,0.3390918402170275
Situating Sentence Embedders with Nearest Neighbor Overlap,0.23220727702165178
Lattice Representation Learning,0.2680099325979178
Towards Understanding the Transferability of Deep Representations,0.3529740322824695
Improved Training of Certifiably Robust Models,0.2088391984852291
Learning from Label Proportions with Consistency Regularization,0.28095644678914866
Learning Compact Embedding Layers via Differentiable Product Quantization,0.28874656843001034
{COMPANYNAME}11K: An Unsupervised Representation Learning Dataset for Arrhythmia Subtype Discovery,0.20195690553095885
NADS: Neural Architecture Distribution Search for Uncertainty Awareness,0.22846930011781316
Learning World Graph Decompositions To Accelerate Reinforcement Learning,0.38609706133676214
Learning DNA folding patterns with Recurrent Neural Networks ,0.22447668837598758
TSInsight: A local-global attribution framework for interpretability in time-series data,0.15824642929718766
Quantum Semi-Supervised Kernel Learning,0.3120154022724756
Interpretable Network Structure for Modeling Contextual Dependency,0.1769112021456423
Frequency Principle: Fourier Analysis Sheds Light on Deep Neural Networks,0.23567946802517797
S-Flow GAN,0.12645724772676872
Independence-aware Advantage Estimation,0.3299478993854945
Role of two learning rates in convergence of model-agnostic meta-learning,0.148961585112602
Neural Subgraph Isomorphism Counting,0.19912697170218005
Semantic Hierarchy Emerges in the Deep Generative Representations for Scene Synthesis,0.37820669734024537
Decoupling Adaptation from Modeling with Meta-Optimizers for Meta Learning,0.21896692271868815
Black-box Adversarial Attacks with Bayesian Optimization,0.29705602134290343
Adversarial Imitation Attack,0.192538723759305
LOGAN:  Latent Optimisation for Generative Adversarial Networks,0.47724571516247905
Attention Interpretability Across NLP Tasks,0.30717596507804057
Unsupervised Universal Self-Attention Network for Graph Classification,0.20308097867126276
Efficacy of Pixel-Level OOD Detection for Semantic Segmentation,0.1944817081000144
CURSOR-BASED ADAPTIVE QUANTIZATION FOR DEEP NEURAL NETWORK,0.17179598664374227
Hyperparameter Tuning and Implicit Regularization in Minibatch SGD,0.22738651580267935
Quantum Optical Experiments Modeled by Long Short-Term Memory,0.29663414231316965
Variational Hashing-based Collaborative Filtering with Self-Masking,0.20542629563125914
Customizing Sequence Generation with Multi-Task Dynamical Systems,0.4318118685657727
Batch Normalization is a Cause of Adversarial Vulnerability,0.23669168093160312
Enhancing Language Emergence through Empathy,0.10422431791753366
A Data-Efficient Mutual Information Neural Estimator for Statistical Dependency Testing,0.22850642748795388
SMiRL: Surprise Minimizing RL in Entropic Environments,0.22690378290475197
The Role of Embedding Complexity in Domain-invariant Representations,0.22691071251566997
Learning to Infer User Interface Attributes from Images,0.28119422226808305
Semi-supervised Learning by Coaching,0.3388390051863488
Learning Representations in Reinforcement Learning: an Information Bottleneck Approach,0.26721489619315686
Evaluating Lossy Compression Rates of Deep Generative Models,0.3671671127523552
Kronecker Attention Networks,0.2764898823554156
Stochastic Neural Physics Predictor,0.2709267034736745
Spectral Nonlocal Block for Neural Network,0.2204240020110011
Metagross: Meta Gated Recursive Controller Units for Sequence Modeling,0.23622882475255128
Diving into Optimization of Topology in Neural Networks,0.3149656075119787
The Usual Suspects? Reassessing Blame for VAE Posterior Collapse,0.32812066011745034
Generative Restricted Kernel Machines,0.2808368241509065
GNN-FiLM: Graph Neural Networks with Feature-wise Linear Modulation,0.3591218067143711
Which Tasks Should Be Learned Together in Multi-task Learning?,0.39605997996130704
Distillation $\approx$ Early Stopping? Harvesting Dark Knowledge Utilizing Anisotropic Information Retrieval For Overparameterized NN,0.21055424368624837
How Does Learning Rate Decay Help Modern Neural Networks?,0.26386416535928553
Incorporating Horizontal Connections in Convolution by Spatial Shuffling,0.19859177294786237
Learning Cluster Structured Sparsity by Reweighting,0.18971389644685563
Continuous Meta-Learning without Tasks,0.3206914830486657
Generative Adversarial Networks For Data Scarcity Industrial Positron Images With Attention,0.11931621363192824
Support-guided Adversarial Imitation Learning,0.2752191958137443
IS THE LABEL TRUSTFUL: TRAINING BETTER DEEP LEARNING MODEL VIA UNCERTAINTY MINING NET,0.19272161465451584
Learning with Social Influence through  Interior Policy Differentiation,0.21797335953088595
Selfish Emergent Communication,0.35974390573864057
Coordinated Exploration via Intrinsic Rewards for Multi-Agent Reinforcement Learning,0.3205011649718551
Mutual Exclusivity as a Challenge for Deep Neural Networks,0.4256873355238946
The Differentiable Cross-Entropy Method,0.3080749017071814
DS-VIC: Unsupervised Discovery of Decision States for Transfer in RL,0.33010433334165407
Exploration Based Language Learning for Text-Based Games,0.26694938267947577
Deep Gradient Boosting -- Layer-wise Input Normalization of Neural Networks,0.17283937931124652
Multi-Dimensional Explanation of Reviews,0.2571452553461094
ISBNet: Instance-aware Selective Branching Networks,0.24981910774547406
Inferring Dynamical Systems with Long-Range Dependencies through Line Attractor Regularization,0.24918397529190592
SoftAdam: Unifying SGD and Adam for better stochastic gradient descent,0.16102455587866163
BERT-AL: BERT for Arbitrarily Long Document Understanding,0.2336209685250217
NEURAL EXECUTION ENGINES,0.194317760233038
Learning Good Policies By Learning Good Perceptual Models,0.2724807680989556
Quaternion Equivariant Capsule Networks for 3D Point Clouds,0.331071607284386
Informed Temporal Modeling via Logical Specification of Factorial LSTMs,0.22500043018790872
Needles in Haystacks: On Classifying Tiny Objects in Large Images,0.23610623736227107
Probabilistic View of Multi-agent Reinforcement Learning: A Unified Approach,0.16565151630353098
Hope For The Best But Prepare For The Worst: Cautious Adaptation In RL Agents,0.2889044975966048
Abstractive Dialog Summarization with Semantic Scaffolds,0.1486653530896756
Integrative Tensor-based Anomaly Detection System For Satellites,0.1544466439190575
Gram-Gauss-Newton Method: Learning Overparameterized Neural Networks for Regression Problems,0.20779749056986463
Improving Sequential Latent Variable Models with Autoregressive Flows,0.233722133368746
Symmetry and Systematicity,0.19264289890482608
Towards Interpretable Evaluations: A Case Study of Named Entity Recognition,0.21674974429523497
Bootstrapping the Expressivity with Model-based Planning,0.301292138523175
Score and Lyrics-Free Singing Voice Generation,0.15476763586320025
RL-LIM: Reinforcement Learning-based Locally Interpretable Modeling,0.320368789317178
Characterizing Missing Information in Deep Networks Using Backpropagated Gradients,0.18449726825984086
Improving Multi-Manifold GANs with a Learned Noise Prior,0.2752819813747722
Unsupervised Domain Adaptation through Self-Supervision,0.41107657997174435
Adversarial Paritial Multi-label Learning,0.29230406159759303
Iterative Target Augmentation for Effective Conditional Generation,0.3654421163586098
Hyperbolic Discounting and Learning Over Multiple Horizons,0.4088000983151331
Can I Trust the Explainer? Verifying Post-Hoc Explanatory Methods,0.28488317147021225
A Fine-Grained Spectral Perspective on Neural Networks,0.2783514077277415
Low Rank Training of Deep Neural Networks for Emerging Memory Technology,0.26509645131660947
Cyclic Graph Dynamic Multilayer Perceptron for Periodic Signals,0.236551744520713
Atomic Compression Networks,0.23847171596826883
Simplicial Complex Networks,0.12568125734514982
A Non-asymptotic comparison of SVRG and SGD: tradeoffs between compute and speed,0.4191143991444378
PAC-Bayesian Neural Network Bounds,0.27959439151157917
Promoting Coordination through Policy Regularization in Multi-Agent Deep Reinforcement Learning,0.38640356371308476
Stabilizing Transformers for Reinforcement Learning,0.28414652265333495
Deep k-NN for Noisy Labels,0.22234571728233885
Annealed Denoising score matching: learning Energy based model in high-dimensional spaces,0.25655176480395503
Sparse Networks from Scratch: Faster Training without Losing Performance,0.37139590612349627
TPO: TREE SEARCH POLICY OPTIMIZATION FOR CONTINUOUS ACTION SPACES,0.20859820415808025
Sample-Based Point Cloud Decoder Networks,0.20627713379367205
Bayesian Residual Policy Optimization: Scalable Bayesian Reinforcement Learning with Clairvoyant Experts,0.28693385703278795
Efficient Inference and Exploration for Reinforcement Learning,0.24123879612947427
Poisoning Attacks with Generative Adversarial Nets,0.30849291039939564
Keyframing the Future: Discovering Temporal Hierarchy with Keyframe-Inpainter Prediction,0.2249676683278701
An Empirical Study on Post-processing Methods for Word Embeddings,0.22762807059795048
Winning the Lottery with Continuous Sparsification,0.37954097463508235
Rethinking Curriculum Learning With Incremental Labels And Adaptive Compensation,0.2544728726162753
Zero-Shot Policy Transfer with Disentangled Attention,0.1748088603444444
P-BN: Towards Effective Batch Normalization in the Path Space,0.2527628451715388
Convolutional Tensor-Train LSTM for Long-Term Video Prediction,0.20014789238483205
Variational Constrained Reinforcement Learning with Application to Planning at Roundabout,0.16710505611906595
Learning a Spatio-Temporal Embedding for Video Instance Segmentation,0.3046383884769665
Deep Ensembles: A Loss Landscape Perspective,0.34227975038889447
Adversarial Privacy Preservation under Attribute Inference Attack,0.3109463281036132
Deep Innovation Protection,0.3390810451386975
Meta-Learning Runge-Kutta,0.22584339919035265
"Credible Sample Elicitation by Deep Learning, for Deep Learning",0.23811132123656714
Continuous Graph Flow,0.26563682940659317
Extreme Value k-means Clustering,0.1686823416665566
Hallucinative Topological Memory for Zero-Shot Visual Planning,0.21410185898158915
On the Decision Boundaries of Deep Neural Networks: A Tropical Geometry Perspective,0.2844985784040547
Unsupervised Learning of Automotive 3D Crash Simulations using LSTMs,0.19307883426256375
Dynamic Instance Hardness,0.2378365220806417
Beyond Classical Diffusion: Ballistic Graph Neural Network,0.19198387611468776
INSTANCE CROSS ENTROPY FOR DEEP METRIC LEARNING,0.20439909268224526
Retrieving Signals in the Frequency Domain with Deep Complex Extractors,0.358368637374115
A Copula approach for hyperparameter transfer learning,0.22146047178280953
Out-of-distribution Detection in Few-shot Classification,0.2971235591572623
GQ-Net: Training Quantization-Friendly Deep Networks,0.21754314312399262
The divergences minimized by non-saturating GAN training,0.22954707605100963
"Translation Between Waves,  wave2wave",0.17740299470200177
MixUp as Directional Adversarial Training,0.17548428318306364
Deep Multiple Instance Learning with Gaussian Weighting,0.31516649964123544
DyNet: Dynamic Convolution for Accelerating Convolution Neural Networks,0.20098280638285004
Growing Action Spaces,0.27151552087537995
Model Ensemble-Based Intrinsic Reward for Sparse Reward Reinforcement Learning,0.24603487315901382
Differentiable Hebbian Consolidation for Continual Learning,0.3338290983039493
Meta-Graph: Few shot Link Prediction via Meta Learning,0.41667320366114835
EXPLOITING SEMANTIC COHERENCE TO IMPROVE PREDICTION IN SATELLITE SCENE IMAGE ANALYSIS: APPLICATION TO DISEASE DENSITY ESTIMATION,0.15670109514358863
VAENAS: Sampling Matters in Neural Architecture Search,0.2255304369375602
Aggregating explanation methods for neural networks stabilizes explanations,0.3561089198216395
Towards Stable and comprehensive Domain Alignment: Max-Margin Domain-Adversarial Training,0.16635559877047987
In-Domain Representation Learning For Remote Sensing,0.21899471868358927
Ternary MobileNets via Per-Layer Hybrid Filter Banks,0.26272821732890067
Avoiding Negative Side-Effects and Promoting Safe Exploration with Imaginative Planning,0.1790970904647929
Exploring the Correlation between Likelihood of Flow-based Generative Models and Image Semantics,0.22316597384737874
Provably Communication-efficient Data-parallel SGD via Nonuniform Quantization,0.28436604673552174
Scalable Neural Learning for Verifiable Consistency with Temporal Specifications,0.3373287692743805
EvoNet: A Neural Network for Predicting the Evolution of Dynamic Graphs,0.222461543534302
SGD Learns One-Layer Networks in WGANs,0.28363942908005363
Improving Robustness Without Sacrificing Accuracy with Patch Gaussian Augmentation,0.30476557553665434
Tensorized Embedding Layers for Efficient Model Compression,0.3322092701146423
Training Deep Networks with Stochastic Gradient Normalized by Layerwise Adaptive Second Moments,0.2608986726433561
Learning Time-Aware Assistance Functions for Numerical Fluid Solvers,0.26787197692145615
Why do These Match? Explaining the Behavior of Image Similarity Models,0.2306770729161244
Towards an Adversarially Robust Normalization Approach,0.23750391129353898
When Does Self-supervision Improve Few-shot Learning?,0.320387709044389
D3PG: Deep Differentiable Deterministic Policy Gradients,0.2994142406293201
Sparse Transformer: Concentrated Attention Through Explicit Selection,0.23949840727440846
SAFE-DNN: A Deep Neural Network with Spike Assisted Feature Extraction for Noise Robust Inference,0.20697740850657256
TWIN GRAPH CONVOLUTIONAL NETWORKS: GCN WITH DUAL GRAPH SUPPORT FOR SEMI-SUPERVISED LEARNING,0.1511013500435159
"Calibration, Entropy Rates, and Memory in Language Models",0.2647951280011551
Role-Wise Data Augmentation for Knowledge Distillation,0.20629278827033573
HighRes-net: Multi-Frame Super-Resolution by Recursive Fusion,0.3791732164330012
Sparse and Structured Visual Attention,0.27230724548713947
Policy Tree Network,0.24305462630058458
Bias-Resilient Neural Network,0.2644116253952753
ASYNCHRONOUS MULTI-AGENT GENERATIVE ADVERSARIAL IMITATION LEARNING,0.2700705779654904
Adversarial Video Generation on Complex Datasets,0.4224972850495631
Variational Diffusion Autoencoders with Random Walk Sampling,0.23312885975162975
"INFERENCE, PREDICTION, AND ENTROPY RATE OF CONTINUOUS-TIME, DISCRETE-EVENT PROCESSES",0.2052642226769085
Scale-Equivariant Neural Networks with Decomposed Convolutional Filters,0.2645493153541557
Dynamic Scale Inference by Entropy Minimization,0.36031965265787
The Effect of Residual Architecture on the Per-Layer Gradient of Deep Networks,0.2334577210389541
City Metro Network Expansion with Reinforcement Learning,0.22107782082295901
Dropout: Explicit Forms and Capacity Control,0.235283121848959
Verification of Generative-Model-Based Visual Transformations,0.28119422226808305
Beyond GANs: Transforming without a Target Distribution,0.358121763501141
On Variational Learning of Controllable Representations for Text without Supervision,0.3040794154673836
Demystifying Graph Neural Network Via Graph Filter Assessment,0.28992107936320716
Individualised Dose-Response Estimation using Generative Adversarial Nets,0.1987343981746801
"``Best-of-Many-Samples"" Distribution Matching""",0.32484523376935437
Swoosh! Rattle! Thump! - Actions that Sound,0.2977425447372532
Near-Zero-Cost Differentially Private Deep Learning with Teacher Ensembles,0.19502356365183365
On the Tunability of Optimizers in Deep Learning,0.25420568652592784
GUIDEGAN:  ATTENTION  BASED  SPATIAL  GUIDANCE FOR  IMAGE-TO-IMAGE TRANSLATION,0.2184443813060826
ROBUST GENERATIVE ADVERSARIAL NETWORK,0.1809215077249239
Decoupling Hierarchical Recurrent Neural Networks With Locally Computable Losses,0.16949701582399437
Branched Multi-Task Networks: Deciding What Layers To Share,0.2923891681805938
Variational pSOM: Deep Probabilistic Clustering with Self-Organizing Maps,0.18703039545574368
Tensor Graph Convolutional Networks for Prediction on Dynamic Graphs,0.24672027107788996
Mint: Matrix-Interleaving for Multi-Task Learning,0.3146427210292061
Effective and Robust Detection of Adversarial Examples via Benford-Fourier Coefficients,0.2830509368002658
Multi-objective Neural Architecture Search via Predictive Network Performance Optimization,0.16789156463284707
CONFEDERATED MACHINE LEARNING ON HORIZONTALLY AND VERTICALLY SEPARATED MEDICAL DATA FOR LARGE-SCALE HEALTH SYSTEM INTELLIGENCE,0.19718728645517777
On Evaluating Explainability Algorithms,0.18944206850818596
FRICATIVE PHONEME DETECTION WITH ZERO DELAY,0.25101064002522205
Deep Mining: Detecting Anomalous Patterns in Neural Network Activations with Subset Scanning,0.23312885975162975
"GRAPHS, ENTITIES, AND STEP MIXTURE",0.21772514344785093
Unknown-Aware Deep Neural Network,0.27577328730220263
Low Bias Gradient Estimates for Very Deep Boolean Stochastic Networks,0.3385683528245538
SoftLoc: Robust Temporal Localization under Label Misalignment,0.2342729685213275
Learning Video Representations using Contrastive Bidirectional Transformer,0.4440183547790103
ShardNet: One Filter Set to Rule Them All,0.25056497857253995
Explaining Time Series by Counterfactuals,0.26247493810940903
On the Linguistic Capacity of Real-time Counter Automata,0.21180793606857054
The fairness-accuracy landscape of neural classifiers,0.24075170885869804
Corpus Based Amharic Sentiment Lexicon Generation,0.13354811891944343
MaskConvNet: Training Efficient ConvNets from Scratch via Budget-constrained Filter Pruning,0.1453955014796836
Curvature-based Robustness Certificates against Adversarial Examples,0.2718858481613318
Pipelined Training with Stale Weights of Deep Convolutional Neural Networks,0.2371176685593047
Information Plane Analysis of Deep Neural Networks via Matrix--Based Renyi's Entropy and Tensor Kernels,0.28951631072627654
Disentangled Representation Learning with Sequential Residual Variational Autoencoder,0.2504538746311521
MULTIPOLAR: Multi-Source Policy Aggregation for Transfer Reinforcement Learning between Diverse Environmental Dynamics,0.2662708184472395
Simultaneous Classification and Out-of-Distribution Detection Using Deep Neural Networks,0.2031808371158713
"Learning vector representation of local content and matrix representation of local motion, with implications for V1",0.24457021749232322
Data Valuation using Reinforcement Learning,0.34027251717811224
Reject Illegal Inputs: Scaling Generative Classifiers with Supervised Deep Infomax,0.30421147474845156
Surrogate-Based Constrained Langevin Sampling With Applications to Optimal Material Configuration Design,0.25833946175197364
VILD: Variational Imitation Learning with Diverse-quality Demonstrations,0.29418750102217817
OPTIMAL BINARY QUANTIZATION FOR DEEP NEURAL NETWORKS,0.35718405403938475
Learning Through Limited Self-Supervision: Improving Time-Series Classification Without Additional Data via Auxiliary Tasks,0.17215355332250493
MxPool: Multiplex Pooling for Hierarchical Graph Representation Learning,0.1535379243686825
Non-linear System Identification from Partial Observations via Iterative Smoothing and Learning,0.2969797000654934
Policy Message Passing: A New Algorithm for Probabilistic Graph Inference,0.24289544716121267
Learning Mahalanobis Metric Spaces via Geometric Approximation Algorithms,0.2356483982416257
On Understanding Knowledge Graph Representation,0.31989244429845476
Learning to Prove Theorems by Learning to Generate Theorems,0.26009244022283873
Augmenting Self-attention with Persistent Memory,0.3913003360757941
Realism Index: Interpolation in Generative Models With Arbitrary Prior,0.27051157336484044
Fully Convolutional Graph Neural Networks using Bipartite Graph Convolutions,0.165117176715106
Selective sampling for accelerating  training of deep neural networks,0.19309873237060354
Hierarchical Graph-to-Graph Translation for Molecules,0.3247964357868748
MelNet: A Generative Model for Audio in the Frequency Domain,0.3599672905745395
End-to-end learning of energy-based representations for irregularly-sampled signals and images,0.11842831703887051
Reparameterized Variational Divergence Minimization for Stable Imitation,0.21552424194579228
TrojanNet: Exposing the Danger of Trojan Horse Attack on Neural Networks,0.3152693294341099
SRDGAN: learning the noise prior for Super Resolution with Dual Generative Adversarial Networks,0.15055059618748914
Detecting malicious PDF using CNN,0.21021790683438096
Novelty Search in representational space for sample efficient exploration,0.2713781016405307
"Feature-Robustness, Flatness and Generalization Error for Deep Neural Networks",0.24171486336875125
Robust Cross-lingual Embeddings from Parallel Sentences ,0.3113294980763014
PowerSGD: Powered Stochastic Gradient Descent Methods for Accelerated Non-Convex Optimization,0.18698226651336972
Unaligned Image-to-Sequence Transformation with Loop Consistency,0.22051062435594787
Progressive Compressed Records: Taking a Byte Out of Deep Learning Data,0.2771447156660068
Training a Constrained Natural Media Painting Agent using Reinforcement Learning ,0.2017023473529754
Disentangling Improves VAEs' Robustness to Adversarial Attacks,0.22142447379196636
Exploring Cellular Protein Localization Through Semantic Image Synthesis,0.2758813272457487
Encoder-Agnostic Adaptation for Conditional Language Generation,0.4226269119588032
Better Knowledge Retention through Metric Learning,0.41823370488989225
Robust Learning with Jacobian Regularization,0.26813317255940655
A NEW POINTWISE CONVOLUTION IN DEEP NEURAL NETWORKS THROUGH EXTREMELY FAST AND NON PARAMETRIC TRANSFORMS,0.23652708298028427
"Making the Shoe Fit: Architectures, Initializations, and Tuning for Learning with Privacy",0.343958195395602
Toward Understanding Generalization of Over-parameterized Deep ReLU network trained with SGD in Student-teacher Setting,0.24429776044674176
Ordinary differential equations on graph networks,0.24777621061937136
Poincaré Wasserstein Autoencoder,0.22267548908142187
Learning Neural Surrogate Model for Warm-Starting Bayesian Optimization,0.21480995737861466
Music Source Separation in the Waveform Domain,0.37526856260574193
Self-Attentional Credit Assignment for Transfer in Reinforcement Learning,0.32125066371791355
Gradient Descent can Learn Less Over-parameterized Two-layer Neural Networks on Classification Problems,0.2722086789862311
Learning to Discretize: Solving 1D Scalar Conservation Laws via Deep Reinforcement Learning,0.2496709654615438
Discovering the compositional structure of vector representations with Role Learning Networks,0.3393160837584216
A Graph Neural Network Assisted Monte Carlo Tree Search Approach to Traveling Salesman Problem,0.2539912243738103
A bi-diffusion based layer-wise sampling method for deep learning in large graphs,0.18718865812763946
Noise Regularization for Conditional Density Estimation,0.32060908522940945
Transition Based Dependency Parser for Amharic Language Using Deep Learning,0.1409368550605266
V1Net: A computational model of cortical horizontal connections,0.17920473154637
HOW IMPORTANT ARE NETWORK WEIGHTS? TO WHAT EXTENT DO THEY NEED AN UPDATE?,0.12645724772676872
INTERNAL-CONSISTENCY CONSTRAINTS FOR EMERGENT COMMUNICATION,0.26691930767650396
Neural Networks for Principal Component Analysis: A New Loss Function Provably Yields Ordered Exact Eigenvectors ,0.27193242711260285
GENN: Predicting Correlated Drug-drug Interactions with Graph Energy Neural Networks,0.29760703860100407
Efficient Systolic Array Based on Decomposable MAC for Quantized Deep Neural Networks,0.18521814975584977
Towards Physics-informed Deep Learning for Turbulent Flow Prediction,0.3080637720626977
Domain-Agnostic Few-Shot Classification by Learning Disparate Modulators,0.2221692735730755
Online Meta-Critic Learning for Off-Policy Actor-Critic Methods,0.24707827560834145
Random Bias Initialization Improving Binary Neural Network Training,0.1346579310554211
Bayesian Inference for Large Scale Image Classification,0.4648779236828151
Self-Supervised GAN Compression,0.35848898453091105
"Generative Hierarchical Models for Parts, Objects, and Scenes",0.2509445333232032
SDGM: Sparse Bayesian Classifier Based on a Discriminative Gaussian Mixture Model,0.19026836497552957
Analytical Moment Regularizer for Training Robust Networks,0.22754126999603008
ROBUST DISCRIMINATIVE REPRESENTATION LEARNING VIA GRADIENT RESCALING: AN EMPHASIS REGULARISATION PERSPECTIVE,0.20439909268224526
Multi-step Greedy Policies in Model-Free Deep Reinforcement Learning,0.25267031029478754
Hidden incentives for self-induced distributional shift,0.2156864088842812
Learning Temporal Abstraction with Information-theoretic Constraints for Hierarchical Reinforcement Learning,0.21896127645897118
Generalized Clustering by Learning to Optimize Expected Normalized Cuts,0.3412128501541128
Adversarially Robust Neural Networks via Optimal Control: Bridging Robustness with Lyapunov Stability,0.22914774920631775
Temporal Difference Weighted Ensemble For Reinforcement Learning,0.22501538299302998
Learning Generative Image Object Manipulations from Language Instructions,0.20738652858949358
A Simple Technique to Enable Saliency Methods to Pass the Sanity Checks,0.2788001945608572
At Your Fingertips: Automatic Piano Fingering Detection,0.21209789741679277
Latent Question Reformulation and Information Accumulation for Multi-Hop Machine Reading,0.2974241850609856
Deep Variational Semi-Supervised Novelty Detection,0.21410185898158915
Occlusion  resistant  learning  of  intuitive physics from videos,0.2768793457303094
"Compressive Recovery Defense: A Defense Framework for $\ell_0, \ell_2$ and $\ell_\infty$ norm attacks.",0.2133334758925753
Causally Correct Partial Models for Reinforcement Learning,0.4019411841164305
Learning scalable and transferable multi-robot/machine sequential assignment planning via graph embedding,0.17608785882003122
Improving Evolutionary Strategies with Generative Neural Networks,0.36492786530860244
Compressing BERT: Studying the Effects of Weight Pruning on Transfer Learning,0.24938364229837404
Smooth Kernels Improve Adversarial Robustness and Perceptually-Aligned Gradients,0.1977075242775344
Modeling treatment events in disease progression,0.1553843575201093
Collaborative Generated Hashing for Market Analysis and Fast Cold-start Recommendation,0.14793626295207268
Are Few-shot Learning Benchmarks Too Simple ?,0.301805499446044
Towards trustworthy predictions from deep neural networks with fast adversarial calibration,0.25872142120694697
Collaborative Training of Balanced Random Forests for Open Set Domain Adaptation,0.34454061092118543
Accelerated Variance Reduced Stochastic Extragradient Method for Sparse Machine Learning Problems,0.26923061625007705
Convergence Analysis of a Momentum Algorithm with Adaptive Step Size for Nonconvex Optimization,0.16797212126129302
Generalized Bayesian Posterior Expectation Distillation for Deep Neural Networks,0.32503523186651845
Towards Simplicity in Deep Reinforcement Learning: Streamlined Off-Policy Learning,0.2945020909232933
